threshold,precision,recall,f1
0.2,0.7453453037748866,0.9664546499407956,0.8416198786326381
0.3,0.8129460855644303,0.952647989508212,0.8772701097330788
0.4,0.8213008093446387,0.9498079111093097,0.8808922875339655
0.5,0.8957487399982915,0.9107300535880236,0.9031772760094343
0.6526222229003906,0.9499542341318689,0.8713453170552353,0.9089533600204155
