train_accuracy,val_accuracy,test_accuracy,train_roc_auc,val_roc_auc,test_roc_auc,test_pr_auc
0.9998407065318156,0.999628501374545,0.9997206466422941,0.9999998238937202,0.9999987320252113,0.9999994183559311,0.9999979064984958
