sample_id,rows_total,rows_all_features,rows_train,rows_val,rows_test,positive_rate,pr_auc,best_f1_threshold,best_f1,best_precision,best_recall,f1_at_0.20,f1_at_0.30,f1_at_0.40,f1_at_0.50,recall_at_precision_0.80
1,5473188,12125878,3502872,875718,1094598,0.3146182809726251,0.9753781161709845,0.6526222229003906,0.9089533599705085,0.9499542341318689,0.8713453170552353,0.8416198786326381,0.8772701097330788,0.8808922875339655,0.9031772760094343,0.9554851728220999
