total_rows,denied_rows,approved_rows,avg_icd9_diag_count,avg_hcpcs_count,avg_chronic_conditions,avg_drg_weight
12125878,1721965,3751223,1.7764838142029797,0.9338472645032384,2.336588740213286,137.93623249384498
